Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
49,No,Travel_Rarely,1091,Research & Development,1,2,Technical Degree,431,3,Female,90,2,4,Healthcare Representative,3,Single,13964.0,17810,7.0,Yes,12,3.0,4,0.0,25.0,2.0,3,7.0,1.0,0.0,7.0
52,Yes,Travel_Rarely,723,Research & Development,8,4,Medical,433,3,Male,85,2,2,Research Scientist,2,Married,4941.0,17747,2.0,No,15,3.0,1,0.0,11.0,3.0,2,8.0,2.0,7.0,7.0
27,No,Travel_Rarely,1220,Research & Development,5,3,Life Sciences,434,3,Female,85,3,1,Research Scientist,2,Single,2478.0,20938,1.0,Yes,12,3.0,2,0.0,4.0,2.0,2,4.0,3.0,1.0,2.0
32,No,Travel_Rarely,588,Sales,8,2,Technical Degree,436,3,Female,65,2,2,Sales Executive,2,Married,5228.0,24624,1.0,Yes,11,3.0,4,0.0,13.0,2.0,3,13.0,12.0,7.5,9.0
27,No,Travel_Rarely,1377,Sales,2,3,Life Sciences,437,4,Male,74,3,2,Sales Executive,3,Single,4478.0,5242,1.0,Yes,11,3.0,1,0.0,5.0,3.0,3,5.0,4.0,0.0,4.0
31,No,Travel_Rarely,691,Sales,7,3,Marketing,438,4,Male,73,3,2,Sales Executive,4,Divorced,7547.0,7143,4.0,No,12,3.0,4,2.5,13.0,3.0,3,7.0,7.0,1.0,7.0
32,No,Travel_Rarely,1018,Research & Development,2,4,Medical,439,1,Female,74,4,2,Research Scientist,4,Single,5055.0,10557,7.0,No,16,3.0,3,0.0,10.0,0.5,2,7.0,7.0,0.0,7.0
28,Yes,Travel_Rarely,1157,Research & Development,2,4,Medical,440,1,Male,84,1,1,Research Scientist,4,Married,3464.0,24737,5.0,Yes,13,3.0,4,0.0,5.0,4.0,2,3.0,2.0,2.0,2.0
30,No,Travel_Rarely,1275,Research & Development,28,2,Medical,441,4,Female,64,3,2,Research Scientist,4,Married,5775.0,11934,1.0,No,13,3.0,4,2.0,11.0,2.0,3,10.0,8.0,1.0,9.0
31,No,Travel_Frequently,798,Research & Development,7,2,Life Sciences,442,3,Female,48,2,3,Manufacturing Director,3,Married,8943.0,14034,1.0,No,24,3.0,1,1.0,10.0,2.0,3,10.0,9.0,7.5,9.0
39,No,Travel_Frequently,672,Research & Development,7,2,Medical,444,3,Male,54,2,5,Manager,4,Married,16581.0,21141,1.0,No,15,3.0,1,1.0,21.0,2.0,3,18.0,9.0,7.5,3.0
39,Yes,Travel_Rarely,1162,Sales,3,2,Medical,445,4,Female,41,3,2,Sales Executive,3,Married,5238.0,17778,4.0,Yes,18,3.0,1,0.0,12.0,3.0,2,1.0,0.0,0.0,0.0
33,No,Travel_Frequently,508,Sales,10,3,Marketing,446,2,Male,46,2,2,Sales Executive,4,Single,4682.0,4317,3.0,No,14,3.0,3,0.0,9.0,4.5,2,7.0,7.0,0.0,1.0
47,No,Travel_Rarely,1482,Research & Development,5,5,Life Sciences,447,4,Male,42,3,5,Research Director,3,Married,16581.0,16375,4.0,No,11,3.0,2,1.0,21.0,2.0,3,3.0,2.0,1.0,1.0
43,No,Travel_Frequently,559,Research & Development,10,4,Life Sciences,448,3,Female,82,2,2,Laboratory Technician,3,Divorced,5257.0,6227,1.0,No,11,3.0,2,1.0,9.0,3.0,4,9.0,7.0,0.0,0.0
27,No,Non-Travel,210,Sales,1,1,Marketing,449,3,Male,73,3,2,Sales Executive,2,Married,6349.0,22107,0.0,Yes,13,3.0,4,1.0,6.0,0.5,3,5.0,4.0,1.0,4.0
54,No,Travel_Frequently,928,Research & Development,20,4,Life Sciences,450,4,Female,31,3,2,Research Scientist,3,Single,4869.0,16885,3.0,No,12,3.0,4,0.0,20.0,4.0,2,4.0,3.0,0.0,3.0
43,No,Travel_Rarely,1001,Research & Development,7,3,Life Sciences,451,3,Female,43,3,3,Healthcare Representative,1,Married,9985.0,9262,8.0,No,16,3.0,1,1.0,10.0,1.0,2,1.0,0.0,0.0,0.0
45,No,Travel_Rarely,549,Research & Development,8,4,Other,452,4,Male,75,3,2,Research Scientist,4,Married,3697.0,9278,8.5,No,14,3.0,1,2.0,12.0,3.0,3,10.0,9.0,7.5,8.0
40,No,Travel_Rarely,1124,Sales,1,2,Medical,453,2,Male,57,1,2,Sales Executive,4,Married,7457.0,13273,2.0,Yes,22,3.0,3,2.5,6.0,2.0,2,4.0,3.0,0.0,2.0
29,Yes,Travel_Rarely,318,Research & Development,8,4,Other,454,2,Male,77,1,1,Laboratory Technician,1,Married,2119.0,4759,1.0,Yes,11,3.0,4,0.0,7.0,4.0,2,7.0,7.0,0.0,7.0
29,No,Travel_Rarely,738,Research & Development,9,5,Other,455,2,Male,30,2,1,Laboratory Technician,4,Single,3983.0,7621,0.0,No,17,3.0,3,0.0,4.0,2.0,3,3.0,2.0,2.0,2.0
30,No,Travel_Rarely,570,Sales,5,3,Marketing,456,4,Female,30,2,2,Sales Executive,3,Divorced,6118.0,5431,1.0,No,13,3.0,3,2.5,10.0,2.0,3,10.0,9.0,1.0,2.0
27,No,Travel_Rarely,1130,Sales,8,4,Marketing,458,2,Female,56,3,2,Sales Executive,2,Married,6214.0,3415,1.0,No,18,3.0,1,1.0,8.0,3.0,3,8.0,7.0,0.0,7.0
37,No,Travel_Rarely,1192,Research & Development,5,2,Medical,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347.0,23177,7.0,No,16,3.0,3,2.0,8.0,2.0,2,6.0,2.0,0.0,4.0
38,No,Travel_Rarely,343,Research & Development,15,2,Life Sciences,461,3,Male,92,2,3,Research Director,4,Divorced,11510.0,15682,0.0,Yes,14,3.0,2,1.0,12.0,3.0,3,11.0,10.0,2.0,9.0
31,No,Travel_Rarely,1232,Research & Development,7,4,Medical,462,3,Female,39,3,3,Manufacturing Director,4,Single,7143.0,25713,1.0,Yes,14,3.0,3,0.0,11.0,2.0,2,11.0,9.0,4.0,10.0
29,No,Travel_Rarely,144,Sales,10,1,Marketing,463,4,Female,39,2,2,Sales Executive,2,Divorced,8268.0,11866,1.0,Yes,14,3.0,1,2.0,7.0,2.0,3,7.0,7.0,1.0,7.0
35,No,Travel_Rarely,1296,Research & Development,5,4,Technical Degree,464,3,Male,62,3,3,Manufacturing Director,2,Single,8095.0,18264,0.0,No,13,3.0,4,0.0,17.0,4.5,3,16.0,6.0,0.0,13.0
23,No,Travel_Rarely,1309,Research & Development,26,1,Life Sciences,465,3,Male,83,3,1,Research Scientist,4,Divorced,2904.0,16092,1.0,No,12,3.0,3,2.0,4.0,2.0,2,4.0,2.0,0.0,2.0
41,No,Travel_Rarely,483,Research & Development,6,3,Medical,466,4,Male,95,2,2,Manufacturing Director,2,Single,6032.0,10110,6.0,Yes,15,3.0,4,0.0,8.0,3.0,3,5.0,4.0,1.0,2.0
47,No,Travel_Frequently,1309,Sales,4,1,Medical,467,2,Male,99,3,2,Sales Representative,3,Single,2976.0,25751,3.0,No,19,3.0,1,0.0,5.0,3.0,3,0.0,0.0,0.0,0.0
42,No,Travel_Rarely,810,Research & Development,23,5,Life Sciences,468,1,Female,44,3,4,Research Director,4,Single,15992.0,15901,2.0,No,14,3.0,2,0.0,16.0,2.0,3,1.0,0.0,0.0,0.0
29,No,Non-Travel,746,Sales,2,3,Life Sciences,469,4,Male,61,3,2,Sales Executive,3,Married,4649.0,16928,1.0,No,14,3.0,1,1.0,4.0,3.0,2,4.0,3.0,0.0,2.0
42,No,Travel_Rarely,544,Human Resources,2,1,Technical Degree,470,3,Male,52,3,1,Human Resources,3,Divorced,2696.0,24017,0.0,Yes,11,3.0,3,1.0,4.0,4.5,3,3.0,2.0,1.0,0.0
32,No,Travel_Rarely,1062,Research & Development,2,3,Medical,471,3,Female,75,3,1,Laboratory Technician,2,Married,2370.0,3956,1.0,No,13,3.0,3,1.0,8.0,4.0,3,8.0,0.0,0.0,7.0
48,No,Travel_Rarely,530,Sales,29,1,Medical,473,1,Female,91,3,3,Manager,3,Married,12504.0,23978,3.0,No,21,3.0,2,1.0,15.0,3.0,1,0.0,0.0,0.0,0.0
37,No,Travel_Rarely,1319,Research & Development,6,3,Medical,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974.0,17001,4.0,Yes,13,3.0,1,2.0,13.0,2.0,3,7.0,7.0,6.0,7.0
30,No,Non-Travel,641,Sales,25,2,Technical Degree,475,4,Female,85,3,2,Sales Executive,3,Married,4736.0,6069,7.0,Yes,12,3.0,2,1.0,4.0,2.0,4,2.0,2.0,2.0,2.0
26,No,Travel_Rarely,933,Sales,1,3,Life Sciences,476,3,Male,57,3,2,Sales Executive,3,Married,5296.0,20156,1.0,No,17,3.0,2,1.0,8.0,3.0,3,8.0,7.0,7.0,7.0
42,No,Travel_Rarely,1332,Research & Development,2,4,Other,477,1,Male,98,2,2,Healthcare Representative,4,Single,6781.0,17078,3.0,No,23,3.0,2,0.0,14.0,4.5,3,1.0,0.0,0.0,0.0
21,Yes,Travel_Frequently,756,Sales,1,1,Technical Degree,478,1,Female,99,2,1,Sales Representative,2,Single,2174.0,9150,1.0,Yes,11,3.0,3,0.0,3.0,3.0,3,3.0,2.0,1.0,2.0
36,No,Non-Travel,845,Sales,1,5,Medical,479,4,Female,45,3,2,Sales Executive,4,Single,6653.0,15276,4.0,No,15,3.0,2,0.0,7.0,4.5,3,1.0,0.0,0.0,0.0
36,No,Travel_Frequently,541,Sales,3,4,Medical,481,1,Male,48,2,3,Sales Executive,4,Married,9699.0,7246,4.0,No,11,3.0,1,1.0,16.0,2.0,3,13.0,9.0,1.0,12.0
57,No,Travel_Rarely,593,Research & Development,1,4,Medical,482,4,Male,88,3,2,Healthcare Representative,3,Married,6755.0,2967,2.0,No,11,3.0,3,0.0,15.0,2.0,3,3.0,2.0,1.0,2.0
40,No,Travel_Rarely,1171,Research & Development,10,4,Life Sciences,483,4,Female,46,4,1,Laboratory Technician,3,Married,2213.0,22495,3.0,Yes,13,3.0,3,1.0,10.0,3.0,3,7.0,7.0,1.0,7.0
21,No,Non-Travel,895,Sales,9,2,Medical,484,1,Male,39,3,1,Sales Representative,4,Single,2610.0,2851,1.0,No,24,3.0,3,0.0,3.0,3.0,2,3.0,2.0,2.0,2.0
33,Yes,Travel_Rarely,350,Sales,5,3,Marketing,485,4,Female,34,3,1,Sales Representative,3,Single,2851.0,9150,1.0,Yes,13,3.0,2,0.0,1.0,2.0,3,1.0,0.0,0.0,0.0
37,No,Travel_Rarely,921,Research & Development,10,3,Medical,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452.0,17663,6.0,No,20,3.0,2,1.0,17.0,3.0,3,5.0,4.0,0.0,3.0
46,No,Non-Travel,1144,Research & Development,7,4,Medical,487,3,Female,30,3,2,Manufacturing Director,3,Married,5258.0,16044,2.0,No,14,3.0,3,0.0,7.0,2.0,4,1.0,0.0,0.0,0.0
41,Yes,Travel_Frequently,143,Sales,4,3,Marketing,488,1,Male,56,3,2,Sales Executive,2,Single,9355.0,9558,1.0,No,18,3.0,3,0.0,8.0,4.5,3,8.0,7.0,7.0,7.0
50,No,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,491,4,Male,100,2,3,Healthcare Representative,4,Single,10496.0,2755,6.0,No,15,3.0,4,0.0,20.0,2.0,3,4.0,3.0,1.0,3.0
40,Yes,Travel_Rarely,575,Sales,22,2,Marketing,492,3,Male,68,2,2,Sales Executive,3,Married,6380.0,6110,2.0,Yes,12,3.0,1,2.0,8.0,4.5,3,6.0,4.0,1.0,0.0
31,No,Travel_Rarely,408,Research & Development,9,4,Life Sciences,493,3,Male,42,2,1,Research Scientist,2,Single,2657.0,7551,0.0,Yes,16,3.0,4,0.0,3.0,4.5,3,2.0,2.0,2.0,2.0
21,Yes,Travel_Rarely,156,Sales,12,3,Life Sciences,494,3,Female,90,4,1,Sales Representative,2,Single,2716.0,25422,1.0,No,15,3.0,4,0.0,1.0,0.5,3,1.0,0.0,0.0,0.0
29,No,Travel_Rarely,1283,Research & Development,23,3,Life Sciences,495,4,Male,54,3,1,Research Scientist,4,Single,2201.0,18168,8.5,No,16,3.0,4,0.0,6.0,4.0,3,3.0,2.0,1.0,2.0
35,No,Travel_Rarely,755,Research & Development,9,4,Life Sciences,496,3,Male,97,2,2,Healthcare Representative,2,Single,6540.0,19394,8.5,No,19,3.0,3,0.0,10.0,4.5,3,1.0,1.0,0.0,0.0
27,No,Travel_Rarely,1469,Research & Development,1,2,Medical,497,4,Male,82,3,1,Laboratory Technician,2,Divorced,3816.0,17881,1.0,No,11,3.0,2,1.0,5.0,2.0,3,5.0,2.0,0.0,4.0
28,No,Travel_Rarely,304,Sales,9,4,Life Sciences,498,2,Male,92,3,2,Sales Executive,4,Single,5253.0,20750,1.0,No,16,3.0,4,0.0,7.0,1.0,3,7.0,5.0,0.0,7.0
49,No,Travel_Rarely,1261,Research & Development,7,3,Other,499,2,Male,31,2,3,Healthcare Representative,3,Single,10965.0,12066,8.0,No,24,3.0,3,0.0,26.0,2.0,3,5.0,2.0,0.0,0.0
51,No,Travel_Rarely,1178,Sales,14,2,Life Sciences,500,3,Female,87,3,2,Sales Executive,4,Married,4936.0,14862,4.0,No,11,3.0,3,1.0,18.0,2.0,2,7.0,7.0,0.0,7.0
36,No,Travel_Rarely,329,Research & Development,2,3,Life Sciences,501,4,Female,96,3,1,Research Scientist,3,Married,2543.0,11868,4.0,No,13,3.0,2,1.0,6.0,3.0,3,2.0,2.0,2.0,2.0
34,Yes,Non-Travel,1362,Sales,19,3,Marketing,502,1,Male,67,4,2,Sales Executive,4,Single,5304.0,4652,8.0,Yes,13,3.0,2,0.0,9.0,3.0,2,5.0,2.0,0.0,4.0
55,No,Travel_Rarely,1311,Research & Development,2,3,Life Sciences,505,3,Female,97,3,4,Manager,4,Single,16581.0,23258,2.0,Yes,13,3.0,3,0.0,28.5,2.0,3,5.0,4.0,1.0,2.0
24,No,Travel_Rarely,1371,Sales,10,4,Marketing,507,4,Female,77,3,2,Sales Executive,3,Divorced,4260.0,5915,1.0,Yes,12,3.0,4,1.0,5.0,2.0,4,5.0,2.0,0.0,3.0
30,No,Travel_Rarely,202,Sales,2,1,Technical Degree,508,3,Male,72,3,1,Sales Representative,2,Married,2476.0,17434,1.0,No,18,3.0,1,1.0,1.0,3.0,3,1.0,0.0,0.0,0.0
26,Yes,Travel_Frequently,575,Research & Development,3,1,Technical Degree,510,3,Male,73,3,1,Research Scientist,1,Single,3102.0,6582,0.0,No,22,3.0,3,0.0,7.0,2.0,3,6.0,4.0,0.0,4.0
22,No,Travel_Rarely,253,Research & Development,11,3,Medical,511,1,Female,43,3,1,Research Scientist,2,Married,2244.0,24440,1.0,No,13,3.0,4,1.0,2.0,1.0,3,2.0,1.0,1.0,2.0
36,No,Travel_Rarely,164,Sales,2,2,Medical,513,2,Male,61,2,3,Sales Executive,3,Married,7596.0,3809,1.0,No,13,3.0,2,2.0,10.0,2.0,3,10.0,9.0,7.5,0.0
30,Yes,Travel_Frequently,464,Research & Development,4,3,Technical Degree,514,3,Male,40,3,1,Research Scientist,4,Single,2285.0,3427,8.5,Yes,23,3.0,3,0.0,3.0,4.0,3,1.0,0.0,0.0,0.0
37,No,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034.0,26914,1.0,No,12,3.0,3,1.0,18.0,2.0,2,18.0,7.0,7.5,14.5
40,No,Travel_Rarely,759,Sales,2,2,Marketing,516,4,Female,46,3,2,Sales Executive,2,Divorced,5715.0,22553,7.0,No,12,3.0,3,2.0,8.0,4.5,3,5.0,4.0,1.0,3.0
42,No,Travel_Rarely,201,Research & Development,1,4,Life Sciences,517,2,Female,95,3,1,Laboratory Technician,1,Divorced,2576.0,20490,3.0,No,16,3.0,2,1.0,8.0,4.5,3,5.0,2.0,1.0,2.0
37,No,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197.0,21123,2.0,Yes,12,3.0,4,0.0,18.0,2.0,2,1.0,0.0,0.0,1.0
43,No,Travel_Rarely,982,Research & Development,12,3,Life Sciences,520,1,Male,59,2,4,Research Director,2,Divorced,14336.0,4345,1.0,No,11,3.0,3,1.0,25.0,3.0,3,18.0,10.0,3.0,9.0
40,No,Travel_Rarely,555,Research & Development,2,3,Medical,521,2,Female,78,2,2,Laboratory Technician,3,Married,3448.0,13436,6.0,No,22,3.0,2,1.0,20.0,3.0,3,1.0,0.0,0.0,0.0
54,No,Travel_Rarely,821,Research & Development,5,2,Medical,522,1,Male,86,3,5,Research Director,1,Married,16581.0,8509,4.0,No,11,3.0,3,1.0,24.0,4.0,2,4.0,2.0,1.0,2.0
34,No,Non-Travel,1381,Sales,4,4,Marketing,523,3,Female,72,3,2,Sales Executive,3,Married,6538.0,12740,8.5,No,15,3.0,1,1.0,6.0,3.0,3,3.0,2.0,1.0,2.0
31,No,Travel_Rarely,480,Research & Development,7,2,Medical,524,2,Female,31,3,2,Manufacturing Director,1,Married,4306.0,4156,1.0,No,12,3.0,2,1.0,13.0,4.5,1,13.0,10.0,3.0,12.0
43,No,Travel_Frequently,313,Research & Development,21,3,Medical,525,4,Male,61,3,1,Laboratory Technician,4,Married,2258.0,15238,7.0,No,20,3.0,1,1.0,8.0,1.0,3,3.0,2.0,1.0,2.0
43,No,Travel_Rarely,1473,Research & Development,8,4,Other,526,3,Female,74,3,2,Healthcare Representative,3,Divorced,4522.0,2227,4.0,Yes,14,3.0,4,0.0,8.0,3.0,3,5.0,2.0,0.0,2.0
25,No,Travel_Rarely,891,Sales,4,2,Life Sciences,527,2,Female,99,2,2,Sales Executive,4,Single,4487.0,12090,1.0,Yes,11,3.0,2,0.0,5.0,3.0,3,5.0,4.0,1.0,3.0
37,No,Non-Travel,1063,Research & Development,25,5,Medical,529,2,Female,72,3,2,Research Scientist,3,Married,4449.0,23866,3.0,Yes,15,3.0,1,2.0,15.0,2.0,3,13.0,11.0,7.5,7.0
31,No,Travel_Rarely,329,Research & Development,1,2,Life Sciences,530,4,Male,98,2,1,Laboratory Technician,1,Married,2218.0,16193,1.0,No,12,3.0,3,1.0,4.0,3.0,3,4.0,2.0,3.0,2.0
39,No,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,531,2,Male,52,3,5,Manager,3,Divorced,16581.0,8213,1.0,Yes,14,3.0,3,1.0,21.0,3.0,3,18.0,8.0,1.0,6.0
56,No,Travel_Frequently,906,Sales,6,3,Life Sciences,532,3,Female,86,4,4,Sales Executive,1,Married,13212.0,18256,8.5,No,11,3.0,4,2.5,28.5,0.5,2,7.0,7.0,7.0,7.0
30,No,Travel_Rarely,1082,Sales,12,3,Technical Degree,533,2,Female,83,3,2,Sales Executive,3,Single,6577.0,19558,0.0,No,11,3.0,2,0.0,6.0,4.5,3,5.0,4.0,4.0,4.0
41,No,Travel_Rarely,645,Sales,1,3,Marketing,534,2,Male,49,4,3,Sales Executive,1,Married,8392.0,19566,1.0,No,16,3.0,3,1.0,10.0,2.0,3,10.0,7.0,0.0,7.0
28,No,Travel_Rarely,1300,Research & Development,17,2,Medical,536,3,Male,79,3,2,Laboratory Technician,1,Divorced,4558.0,13535,1.0,No,12,3.0,4,1.0,10.0,2.0,3,10.0,0.0,1.0,8.0
25,Yes,Travel_Rarely,688,Research & Development,3,3,Medical,538,1,Male,91,3,1,Laboratory Technician,1,Married,4031.0,9396,5.0,No,13,3.0,3,1.0,6.0,4.5,3,2.0,2.0,0.0,2.0
52,No,Travel_Rarely,319,Research & Development,3,3,Medical,543,4,Male,39,2,3,Manufacturing Director,3,Married,7969.0,19609,2.0,Yes,14,3.0,3,0.0,28.0,4.0,3,5.0,4.0,0.0,4.0
45,No,Travel_Rarely,192,Research & Development,10,2,Life Sciences,544,1,Male,69,3,1,Research Scientist,4,Married,2654.0,9655,3.0,No,21,3.0,4,2.0,8.0,3.0,2,2.0,2.0,0.0,2.0
52,No,Travel_Rarely,1490,Research & Development,4,2,Life Sciences,546,4,Female,30,3,4,Manager,4,Married,16555.0,10310,2.0,No,13,3.0,4,0.0,28.5,2.0,1,5.0,2.0,1.0,4.0
42,No,Travel_Frequently,532,Research & Development,29,2,Life Sciences,547,1,Female,92,3,2,Research Scientist,3,Divorced,4556.0,12932,2.0,No,11,3.0,2,1.0,19.0,3.0,3,5.0,4.0,0.0,2.0
30,No,Travel_Rarely,317,Research & Development,2,3,Life Sciences,548,3,Female,43,1,2,Manufacturing Director,4,Single,6091.0,24793,2.0,No,20,3.0,3,0.0,11.0,2.0,3,5.0,4.0,0.0,2.0
60,No,Travel_Rarely,422,Research & Development,7,3,Life Sciences,549,1,Female,41,3,5,Manager,1,Married,16581.0,3854,5.0,No,11,3.0,4,0.0,28.5,4.5,1,18.0,8.0,7.5,10.0
46,No,Travel_Rarely,1485,Research & Development,18,3,Medical,550,3,Female,87,3,2,Manufacturing Director,3,Divorced,4810.0,26314,2.0,No,14,3.0,3,1.0,19.0,4.5,2,10.0,7.0,0.0,8.0
42,No,Travel_Frequently,1368,Research & Development,28,4,Technical Degree,551,4,Female,88,2,2,Healthcare Representative,4,Married,4523.0,4386,0.0,No,11,3.0,4,2.5,7.0,4.0,4,6.0,5.0,0.0,4.0
24,Yes,Travel_Rarely,1448,Sales,1,1,Technical Degree,554,1,Female,62,3,1,Sales Representative,2,Single,3202.0,21972,1.0,Yes,16,3.0,2,0.0,6.0,4.0,3,5.0,3.0,1.0,4.0
34,Yes,Travel_Frequently,296,Sales,6,2,Marketing,555,4,Female,33,1,1,Sales Representative,3,Divorced,2351.0,12253,0.0,No,16,3.0,4,1.0,3.0,3.0,2,2.0,2.0,1.0,0.0
38,No,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702.0,12106,1.0,Yes,23,3.0,3,1.0,1.0,3.0,3,1.0,0.0,0.0,0.0
40,No,Travel_Rarely,1398,Sales,2,4,Life Sciences,558,3,Female,79,3,5,Manager,3,Married,16581.0,13022,0.0,No,14,3.0,4,0.0,21.0,2.0,3,18.0,14.5,1.0,12.0
26,No,Travel_Rarely,1349,Research & Development,23,3,Life Sciences,560,1,Female,90,3,1,Research Scientist,4,Divorced,2886.0,3032,1.0,No,22,3.0,2,2.0,3.0,3.0,1,3.0,2.0,0.0,2.0
30,No,Non-Travel,1400,Research & Development,3,3,Life Sciences,562,3,Male,53,3,1,Laboratory Technician,4,Married,2097.0,16734,4.0,No,15,3.0,3,1.0,9.0,3.0,1,5.0,3.0,1.0,4.0
29,No,Travel_Rarely,986,Research & Development,3,4,Medical,564,2,Male,93,2,3,Research Director,3,Married,11935.0,21526,1.0,No,18,3.0,3,0.0,10.0,2.0,3,10.0,2.0,0.0,7.0
29,Yes,Travel_Rarely,408,Research & Development,25,5,Technical Degree,565,3,Female,71,2,1,Research Scientist,2,Married,2546.0,18300,5.0,No,16,3.0,2,0.0,6.0,2.0,4,2.0,2.0,1.0,1.0
19,Yes,Travel_Rarely,489,Human Resources,2,2,Technical Degree,566,1,Male,52,2,1,Human Resources,4,Single,2564.0,18437,1.0,No,12,3.0,3,0.0,1.0,3.0,4,1.0,0.0,0.0,0.0
30,No,Non-Travel,1398,Sales,22,4,Other,567,3,Female,69,3,3,Sales Executive,1,Married,8412.0,2890,0.0,No,11,3.0,3,0.0,10.0,3.0,3,9.0,8.0,7.0,8.0
57,No,Travel_Rarely,210,Sales,29,3,Marketing,568,1,Male,56,2,4,Manager,4,Divorced,14118.0,22102,3.0,No,12,3.0,3,1.0,28.5,3.0,2,1.0,0.0,0.0,0.0
50,No,Travel_Rarely,1099,Research & Development,29,4,Life Sciences,569,2,Male,88,2,4,Manager,3,Married,16581.0,9314,0.0,No,15,3.0,2,1.0,28.0,2.0,3,18.0,10.0,7.5,7.0
30,No,Non-Travel,1116,Research & Development,2,3,Medical,571,3,Female,49,3,1,Laboratory Technician,4,Single,2564.0,7181,0.0,No,14,3.0,3,0.0,12.0,2.0,2,11.0,7.0,6.0,7.0
60,No,Travel_Frequently,1499,Sales,28,3,Marketing,573,3,Female,80,2,3,Sales Executive,1,Married,10266.0,2845,4.0,No,19,3.0,4,0.0,22.0,4.5,4,18.0,13.0,7.5,11.0
47,No,Travel_Rarely,983,Research & Development,2,2,Medical,574,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070.0,7389,5.0,No,13,3.0,3,2.5,20.0,2.0,3,5.0,0.0,0.0,4.0
46,No,Travel_Rarely,1009,Research & Development,2,3,Life Sciences,575,1,Male,51,3,4,Research Director,3,Married,16581.0,2288,6.0,No,13,3.0,3,0.0,26.0,2.0,1,3.0,2.0,0.0,1.0
35,No,Travel_Rarely,144,Research & Development,22,3,Life Sciences,577,4,Male,46,1,1,Laboratory Technician,3,Single,4230.0,19225,0.0,No,15,3.0,3,0.0,6.0,2.0,3,5.0,4.0,4.0,3.0
54,No,Travel_Rarely,548,Research & Development,8,4,Life Sciences,578,3,Female,42,3,2,Laboratory Technician,3,Single,3780.0,23428,7.0,No,11,3.0,3,0.0,19.0,3.0,3,1.0,0.0,0.0,0.0
34,No,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,579,4,Male,62,2,1,Research Scientist,3,Divorced,2768.0,8416,3.0,No,12,3.0,3,1.0,14.0,3.0,3,7.0,3.0,5.0,7.0
46,No,Travel_Rarely,1125,Sales,10,3,Marketing,580,3,Female,94,2,3,Sales Executive,4,Married,9071.0,11563,2.0,Yes,19,3.0,3,1.0,15.0,3.0,3,3.0,2.0,1.0,2.0
31,No,Travel_Rarely,1274,Research & Development,9,1,Life Sciences,581,3,Male,33,3,3,Manufacturing Director,2,Divorced,10648.0,14394,1.0,No,25,3.0,4,1.0,13.0,4.5,4,13.0,8.0,0.0,8.0
33,Yes,Travel_Rarely,1277,Research & Development,15,1,Medical,582,2,Male,56,3,3,Manager,3,Married,13610.0,24619,7.0,Yes,12,3.0,4,0.0,15.0,2.0,4,7.0,6.0,7.0,7.0
33,Yes,Travel_Rarely,587,Research & Development,10,1,Medical,584,1,Male,38,1,1,Laboratory Technician,4,Divorced,3408.0,6705,7.0,No,13,3.0,1,2.5,8.0,2.0,3,4.0,3.0,1.0,3.0
30,No,Travel_Rarely,413,Sales,7,1,Marketing,585,4,Male,57,3,1,Sales Representative,2,Single,2983.0,18398,0.0,No,14,3.0,1,0.0,4.0,3.0,3,3.0,2.0,1.0,2.0
35,No,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,586,4,Male,72,3,3,Healthcare Representative,3,Married,7632.0,14295,4.0,Yes,12,3.0,3,0.0,10.0,2.0,3,8.0,7.0,0.0,0.0
31,Yes,Travel_Frequently,534,Research & Development,20,3,Life Sciences,587,1,Male,66,3,3,Healthcare Representative,3,Married,9824.0,22908,3.0,No,12,3.0,1,0.0,12.0,2.0,3,1.0,0.0,0.0,0.0
34,Yes,Travel_Frequently,988,Human Resources,23,3,Human Resources,590,2,Female,43,3,3,Human Resources,1,Divorced,9950.0,11533,8.5,Yes,15,3.0,3,2.5,11.0,2.0,3,3.0,2.0,0.0,2.0
42,No,Travel_Frequently,1474,Research & Development,5,2,Other,591,2,Male,97,3,1,Laboratory Technician,3,Married,2093.0,9260,4.0,No,17,3.0,4,1.0,8.0,4.0,3,2.0,2.0,2.0,0.0
